DRV-501:Crown Victoria:12669397.00
XEY-686:Mitsubish Eclipse:5808187.50
ICQ-104:Caprice Classic:5205735.50
FZG-754:Chevy Van:14323434.00
CVU-325:BMW 5 Series:5001250.00
RYV-559:Sedan:10153589.00
AEZ-050:Volvo Wagon:12153502.00
AZP-545:Chevy Pickup:7669931.00
JBW-658:Plymouth Cuda:13136712.00
UQV-353:Range Rover:7088264.00
MFP-023:BMW 5 Series:14055597.00
HNS-609:Ford  Van:7106353.00
BCB-698:Chevy Van:14111220.00
NSD-003:Chevy Pickup:11477616.00
NGQ-755:Volvo Wagon:14603665.00
BRM-167:Caprice Classic:10347943.00
UPJ-742:Mazda Miata:10450495.00
ZRC-007:Chevy Pickup:10727285.00
ZEH-572:Chevy Van:8176813.50
YVW-553:Ford pickup F100:8028709.50
ZRC-496:Crown Victoria:9875702.00
IPY-335:Ford pickup F100:13616506.00
SDV-431:Ford pickup F100:6744289.50
YAX-442:Ford  Van:12930404.00
WXX-753:Sedan:12040162.00
ZQE-210:Sedan:10947160.00
EKH-554:Ford Mustang 65:13965755.00
NVY-907:Crown Victoria:8651394.00
QHS-164:Bus Escolar:14914198.00
BDY-215:Jeep Cherokee:6057882.50
YKX-488:Jeep Cherokee:14423851.00
QXI-666:Plymouth Cuda:10585415.00
YGK-663:Chevy Van:7646485.50
OFY-770:Bus Escolar:5503511.00
MYD-370:Jeep Cherokee:12306901.00
YBA-575:Caprice Classic:13328611.00
WGI-565:BMW 5 Series:7526076.50
UFW-529:Chevy Van:6947739.00
XIB-648:Jeep Cherokee:5380253.00
WBY-667:Chevy Pickup:8171586.00
AQB-623:Mazda Miata:13063515.00
NRO-767:Ford Mustang 65:10097690.00
CPD-531:Plymouth Cuda:13640423.00
GVW-951:Range Rover:9565726.00
VNG-080:Ford pickup F100:6297825.00
TSC-346:Range Rover:13485012.00
EAB-519:Ford Mustang 65:13416230.00
TSK-388:Chevy Van:14531128.00
JFV-129:Mitsubish Eclipse:9777548.00
QOI-111:Jeep Cherokee:11961482.00
EUY-377:Ford Mustang 65:13385945.00
NFV-307:Ford  Van:6200852.00
ZYP-280:Chevy Pickup:7088310.50
QOQ-873:Crown Victoria:6794162.00
CDI-891:Ford  Van:7746225.00
JCV-489:Volvo Wagon:13741651.00
WLA-752:Camión Ford 350:7509386.50
UWZ-521:Ford pickup F100:9541094.00
HTD-293:Ford pickup F100:11324526.00
MLT-346:Plymouth Cuda:6324565.00
CEA-532:BMW 5 Series:12498842.00
DSS-381:Camión Ford 350:11707916.00
XUI-819:Caprice Classic:6362110.00
KXZ-851:Range Rover:5982737.00
HCE-639:Chevy Pickup:13462241.00
QOX-565:Bus Escolar:11320969.00
JZL-595:Jeep Cherokee:7114132.50
MFE-932:Bus Escolar:10706800.00
JTH-761:Jeep Cherokee:7921405.00
REW-374:Toyota Landcruiser:14812622.00
LLQ-308:Ford Mustang 65:12147027.00
BWM-310:Chevy Pickup:5015674.50
UHH-445:Toyota Landcruiser:13446724.00
TSL-514:Bus Escolar:11101459.00
WGZ-817:BMW 5 Series:8833071.00
PWO-785:Caprice Classic:7642532.00
VOF-210:Crown Victoria:8547416.00
TVK-920:Camión Ford 350:10380049.00
HNA-324:Volvo Wagon:10475365.00
GCO-168:Chevy Pickup:13599499.00
JBU-501:Sedan:9123794.00
YVT-182:Toyota Landcruiser:8287988.50
VJM-070:Mazda Miata:13857778.00
DLE-820:Bus Escolar:8121123.50
CCE-125:Camión Ford 350:5365081.00
KUI-206:Crown Victoria:8532663.00
AVY-788:Mazda Miata:13068874.00
HZV-501:Camión Ford 350:7307963.50
FKI-493:Ford  Van:10765693.00
DXQ-259:Bus Escolar:6352913.00
VCK-792:Plymouth Cuda:12353798.00
FOV-270:Crown Victoria:8630790.00
LRJ-409:BMW 5 Series:13253354.00
WML-445:Ford pickup F100:5694879.00
RMZ-667:Crown Victoria:13530915.00
HRD-974:Camión Ford 350:14173813.00
EGP-214:Mazda Miata:9517416.00
WXM-345:Camión Ford 350:11038259.00
APT-736:Bus Escolar:11323519.00
HTQ-925:Ford Mustang 65:6314730.50
VSS-011:Mitsubish Eclipse:5488810.00
BOH-509:Camión Ford 350:11580308.00
NKW-805:Ford pickup F100:9747962.00
GCH-564:Ford Mustang 65:14805746.00
DRL-285:Sedan:7455392.50
BOJ-140:Mitsubish Eclipse:7797497.00
LDV-462:Crown Victoria:12954759.00
KCL-054:Bus Escolar:9862271.00
CYX-941:Ford Mustang 65:12793191.00
SDQ-119:Bus Escolar:6509892.00
BZC-728:Bus Escolar:11368435.00
ZCR-551:Bus Escolar:6705307.50
DCO-523:Mitsubish Eclipse:5594789.00
MSD-663:Caprice Classic:7684060.50
HJK-520:Plymouth Cuda:6882058.00
DWU-609:BMW 5 Series:7581284.50
AUT-218:Range Rover:7558251.50
MKG-175:Mitsubish Eclipse:12793479.00
XEN-116:Ford pickup F100:9185234.00
OEY-612:Camión Ford 350:13031534.00
AOL-136:Sedan:12433264.00
CZY-857:Ford  Van:12842266.00
XHO-099:Range Rover:9069381.00
EJE-259:Range Rover:9544348.00
OXS-854:Caprice Classic:12237886.00
LRN-932:Ford pickup F100:8651670.00
PYJ-597:Toyota Landcruiser:6347246.50
DIJ-738:Sedan:7774333.00
SZT-344:Crown Victoria:5180069.00
DNW-582:Ford  Van:13174292.00
DFZ-091:Camión Ford 350:6336571.50
LNV-731:Mazda Miata:11173325.00
CJJ-583:Mitsubish Eclipse:9452800.00
XHM-753:Caprice Classic:6395761.50
NCT-428:Bus Escolar:11264043.00
JLK-750:Caprice Classic:12639046.00
KDF-256:Ford Mustang 65:6904008.00
ZRE-593:Chevy Pickup:6820581.00
LXA-676:BMW 5 Series:8250468.00
CTW-676:BMW 5 Series:8398188.00
UOK-325:BMW 5 Series:12570190.00
HYS-228:Caprice Classic:12805401.00
VUJ-646:Chevy Pickup:12718600.00
LQE-225:Toyota Landcruiser:8929623.00
BUJ-331:Bus Escolar:10154134.00
CFY-317:Crown Victoria:5483442.50
NKN-913:Chevy Pickup:9218658.00
YPT-211:BMW 5 Series:8133263.00
YRM-389:Crown Victoria:5032502.50
FYG-362:Camión Ford 350:7718977.00
SUB-814:Toyota Landcruiser:8740906.00
CDH-126:Plymouth Cuda:8665861.00
IWP-185:Toyota Landcruiser:5428471.50
NHK-156:Ford pickup F100:8521905.00
MLD-694:Mazda Miata:11671486.00
QZF-955:Crown Victoria:6906326.50
KUB-230:Crown Victoria:8436834.00
JTC-944:Mitsubish Eclipse:7619089.50
XJO-882:Chevy Pickup:13251386.00
EAL-756:Mazda Miata:11934404.00
LTH-886:BMW 5 Series:12302092.00
KVE-834:BMW 5 Series:12813483.00
VIA-758:Chevy Van:7172593.00
WRN-432:Chevy Van:9724452.00
YTO-732:Chevy Van:14945121.00
DEP-463:Ford  Van:11376717.00
SQD-243:Jeep Cherokee:14935375.00
ANV-372:Caprice Classic:5731075.00
BQM-494:Mazda Miata:6860674.00
QUM-211:Sedan:11598967.00
UUD-211:Camión Ford 350:11202520.00
QLM-375:Chevy Van:5631033.00
ENE-093:Bus Escolar:6287287.50
EPW-375:Chevy Pickup:7161664.00
IJT-443:Camión Ford 350:10703564.00
VAN-555:Chevy Van:8195198.50
CNV-189:Mazda Miata:12405370.00
OPJ-215:Ford  Van:13034897.00
YOW-494:Volvo Wagon:10857031.00
MCI-066:Volvo Wagon:12929373.00
EQX-056:Camión Ford 350:5990151.00
GML-302:Mazda Miata:13302869.00
VSM-710:Bus Escolar:10600177.00
EXR-854:Chevy Van:11551114.00
COU-628:Ford Mustang 65:12921877.00
JFW-447:Plymouth Cuda:9615503.00
KYB-596:Camión Ford 350:6790859.00
NWA-036:Ford  Van:12899438.00
GOB-448:Volvo Wagon:14464064.00
CVG-556:Crown Victoria:13195803.00
QWM-646:Mitsubish Eclipse:12881985.00
NUA-848:Caprice Classic:7613619.50
KIE-811:Plymouth Cuda:11453790.00
YWV-456:BMW 5 Series:9021945.00
NXV-956:Toyota Landcruiser:14417697.00
LZY-882:BMW 5 Series:11019744.00
NTA-786:Volvo Wagon:14946290.00
OVH-146:Mitsubish Eclipse:8603911.00
OFX-188:Plymouth Cuda:7399947.50
VEE-637:Crown Victoria:13381102.00
NWR-456:Camión Ford 350:7230609.50
MMH-916:Chevy Van:13676406.00
VUX-661:Ford Mustang 65:14349033.00
ICD-789:Ford  Van:11566319.00
VIV-490:Ford  Van:10282448.00
NUJ-742:Plymouth Cuda:9566964.00
AJY-648:Volvo Wagon:6503298.50
ZHN-821:Toyota Landcruiser:7309841.50
MBM-400:Range Rover:14097146.00
VGI-247:Chevy Pickup:10187519.00
DLE-533:Ford pickup F100:9020300.00
PYD-813:Range Rover:14365311.00
KLB-449:Ford pickup F100:5680070.50
GJN-710:Plymouth Cuda:7438149.00
NKW-872:Ford pickup F100:6174579.50
EGE-250:Mitsubish Eclipse:13972245.00
NZL-995:BMW 5 Series:7693980.50
XUY-081:Jeep Cherokee:7998229.50
PEF-343:Range Rover:11402329.00
OUX-187:Ford  Van:6298562.50
TPK-716:Mitsubish Eclipse:14280720.00
MWA-303:Caprice Classic:12154107.00
MXZ-926:Chevy Van:10142130.00
LKX-320:Mitsubish Eclipse:12618418.00
QER-786:Jeep Cherokee:12243407.00
MTS-514:Range Rover:7299052.50
IFN-580:Ford pickup F100:8220707.00
LGQ-623:Crown Victoria:10968307.00
OHQ-483:Jeep Cherokee:12854914.00
DMY-291:Plymouth Cuda:13172060.00
KIU-231:Volvo Wagon:10453281.00
JEK-650:Camión Ford 350:10431363.00
HEO-153:Bus Escolar:10717049.00
VNW-766:Toyota Landcruiser:14814615.00
AUJ-388:Plymouth Cuda:6445756.00
BOX-654:Sedan:12329615.00
PHA-166:Ford  Van:12968005.00
DRE-831:Ford  Van:14136363.00
YGT-819:BMW 5 Series:5728697.00
LYV-035:Mitsubish Eclipse:13653212.00
WXD-459:Bus Escolar:13921574.00
PBL-923:Camión Ford 350:8611589.00
QDZ-700:Ford Mustang 65:5052476.00
ZVM-343:Plymouth Cuda:8753662.00
GNS-746:Mazda Miata:8915758.00
RVA-823:Sedan:5311168.50
MZQ-506:Mazda Miata:14776483.00
MMK-887:Toyota Landcruiser:6367030.00
HWV-742:Camión Ford 350:12782503.00
BUA-210:Bus Escolar:6089013.00
BSD-031:Volvo Wagon:6303082.50
POS-438:Bus Escolar:9855735.00
RIK-151:Range Rover:7900081.00
ZIW-139:Ford  Van:12703082.00
SYN-006:Bus Escolar:13948086.00
FPB-545:Camión Ford 350:6999502.00
WPH-475:Chevy Van:5119217.50
WXW-286:Range Rover:11661656.00
OER-685:Mazda Miata:7560827.00
EIO-587:Chevy Van:12135404.00
JZD-151:Ford Mustang 65:13527377.00
BSS-933:Sedan:10206114.00
NEM-377:Crown Victoria:8636577.00
BXM-962:Mazda Miata:11810639.00
FVD-799:Mazda Miata:7028150.50
SXZ-024:Volvo Wagon:14176659.00
RKD-415:BMW 5 Series:8221153.50
LVD-108:BMW 5 Series:6242009.00
RGZ-621:Mitsubish Eclipse:11979946.00
BRA-319:Sedan:6082501.50
IGG-475:BMW 5 Series:11798160.00
KVH-464:Ford pickup F100:11149920.00
RPZ-976:Volvo Wagon:14169876.00
IYD-582:BMW 5 Series:8455811.00
MPQ-223:Range Rover:9301215.00
DSA-816:Volvo Wagon:6191412.00
FCT-976:Toyota Landcruiser:12519029.00
PWP-409:Range Rover:11233875.00
OHV-752:Chevy Van:8498712.00
ZJO-196:BMW 5 Series:14138767.00
TRD-539:Mitsubish Eclipse:10888076.00
UEK-800:Bus Escolar:9536636.00
HHJ-857:Chevy Pickup:11387927.00
CFP-085:Bus Escolar:7939275.00
ELD-537:Camión Ford 350:9846548.00
XWZ-984:BMW 5 Series:11376676.00
SAB-277:Sedan:12514172.00
XJY-782:Toyota Landcruiser:9211380.00
ROP-020:BMW 5 Series:6496833.00
YDF-858:Ford pickup F100:5475931.50
WDO-683:Chevy Van:9647834.00
RKN-569:Jeep Cherokee:10940428.00
NEJ-825:Plymouth Cuda:5154668.00
RFC-201:Crown Victoria:10579231.00
GDN-049:Toyota Landcruiser:13486362.00
KKQ-032:Sedan:8765581.00
KTR-627:Crown Victoria:14148113.00
XAE-917:Ford  Van:13617957.00
VJM-233:Chevy Van:8782443.00
SAU-021:Caprice Classic:14368186.00
XQJ-132:Plymouth Cuda:5767967.00
HGF-490:Volvo Wagon:12955032.00
LHC-764:Jeep Cherokee:10290977.00
MIK-743:Jeep Cherokee:8933848.00
ZTN-206:Ford pickup F100:10364203.00
VTS-874:Plymouth Cuda:11141905.00
USA-315:Bus Escolar:12367840.00
WDJ-347:Ford Mustang 65:11993775.00
NFT-582:Caprice Classic:13158072.00
ANM-801:Volvo Wagon:5672389.50
UCE-969:Chevy Pickup:10874155.00
BYV-565:BMW 5 Series:5186877.00
TUS-505:Toyota Landcruiser:7745207.50
BTY-080:Bus Escolar:13416468.00
CAP-791:Mitsubish Eclipse:7492685.00
DCO-865:Ford  Van:5421100.50
JTZ-432:Jeep Cherokee:10320869.00
AMK-842:Range Rover:10419535.00
HEI-235:Ford Mustang 65:7059400.00
RTI-233:Caprice Classic:11703359.00
DRC-496:Crown Victoria:13042859.00
CFV-543:Chevy Van:6619177.50
NMY-801:Caprice Classic:8734136.00
XSZ-216:Plymouth Cuda:14236162.00
IAS-265:Chevy Van:6706983.50
SZJ-135:Sedan:14339019.00
ZXT-001:Mitsubish Eclipse:12483595.00
VTF-931:Caprice Classic:6928386.00
EXY-831:Camión Ford 350:10840077.00
CYI-442:Ford Mustang 65:8368370.50
DCM-122:Toyota Landcruiser:6339936.00
ZIA-341:Bus Escolar:5607981.00
CZL-400:BMW 5 Series:11051137.00
ZXQ-419:Ford pickup F100:13595951.00
BJL-255:Range Rover:8554531.00
YJX-459:Bus Escolar:5276940.50
ZMD-047:Ford Mustang 65:7562522.50
RXW-887:Mitsubish Eclipse:5921355.00
COG-616:Toyota Landcruiser:7291105.00
ZDM-514:Toyota Landcruiser:6830866.50
ZIE-404:Caprice Classic:14303639.00
IVN-256:Bus Escolar:6744242.50
ELH-305:Mazda Miata:8700040.00
RVO-837:Ford pickup F100:13945864.00
BBT-146:Volvo Wagon:13397496.00
NJZ-091:Camión Ford 350:11845433.00
PZL-658:BMW 5 Series:11780743.00
RGA-998:Mazda Miata:7943753.00
YBE-470:Plymouth Cuda:6987595.00
JEI-330:Mitsubish Eclipse:10018232.00
ZYP-572:Ford  Van:12166184.00
NSK-567:Range Rover:10560007.00
USZ-571:Toyota Landcruiser:13117726.00
JDL-719:Camión Ford 350:11873220.00
XHR-653:Camión Ford 350:6120743.00
CNQ-721:Mazda Miata:7654067.00
XGO-643:Volvo Wagon:12529941.00
NFN-611:Toyota Landcruiser:12972625.00
MLU-088:Crown Victoria:7111112.00
KVQ-608:Mitsubish Eclipse:11905535.00
DGP-563:Camión Ford 350:8234649.50
OVV-706:Chevy Pickup:13295950.00
BPP-848:Crown Victoria:13061259.00
RLO-632:Ford Mustang 65:11522855.00
NGZ-163:BMW 5 Series:8042977.50
DCX-177:Volvo Wagon:11811084.00
IHR-814:Chevy Van:12322808.00
XHM-251:Toyota Landcruiser:11651253.00
JQF-995:Toyota Landcruiser:6480415.00
QBG-389:Camión Ford 350:6441218.50
GVZ-327:BMW 5 Series:6037437.50
AOK-560:Toyota Landcruiser:11376440.00
TWA-631:Mazda Miata:13001669.00
GBK-005:Plymouth Cuda:6963695.50
JEP-686:Crown Victoria:13341229.00
GGM-931:Toyota Landcruiser:5063814.00
ZBT-325:Ford Mustang 65:8835537.00
QUN-637:Bus Escolar:13933999.00
WMH-711:Ford  Van:11670663.00
KDK-723:BMW 5 Series:12749408.00
LNO-609:Caprice Classic:6173683.00
SQJ-032:BMW 5 Series:11912497.00
SZZ-916:Chevy Pickup:8496289.00
UTG-010:Range Rover:7128164.00
OTG-673:Ford  Van:8398337.00
ZRL-391:Bus Escolar:10159493.00
DMO-219:Crown Victoria:12872170.00
RAY-801:Range Rover:8806312.00
XPF-695:Crown Victoria:5245805.50
GMG-157:Chevy Van:13410019.00
GKZ-337:Mitsubish Eclipse:8149305.00
UGU-831:Ford pickup F100:9245448.00
UQX-719:Ford  Van:12021995.00
KYP-974:Mitsubish Eclipse:12212680.00
WSJ-146:Ford pickup F100:6879667.50
YZD-315:Mitsubish Eclipse:11164971.00
FNS-344:Sedan:13175133.00
JLV-085:Chevy Van:5616450.50
HLY-711:Toyota Landcruiser:5621872.00
CFJ-279:Mitsubish Eclipse:7225782.50
NYJ-931:Chevy Van:13173498.00
PRV-428:Ford Mustang 65:7012756.50
IDG-423:Jeep Cherokee:9914589.00
NWQ-288:Jeep Cherokee:7498388.50
UPJ-171:Jeep Cherokee:13583141.00
VRV-050:Sedan:10510205.00
DVH-317:Caprice Classic:12476016.00
QJY-522:Mitsubish Eclipse:13972532.00
UGC-549:Plymouth Cuda:14224228.00
QTH-178:Crown Victoria:5334275.50
RII-800:Chevy Van:9871965.00
KLG-661:Ford Mustang 65:11014034.00
KSA-869:Ford pickup F100:5763262.00
SJN-425:Crown Victoria:8681298.00
WRS-972:Camión Ford 350:11902037.00
RYU-303:Ford Mustang 65:12833045.00
CVI-773:Ford Mustang 65:5980835.50
UPY-012:Mazda Miata:14262082.00
ZRY-786:Chevy Pickup:13558827.00
PQW-606:Toyota Landcruiser:6713732.00
LMW-289:Bus Escolar:11932224.00
OQR-795:Sedan:12205926.00
GRP-134:Crown Victoria:11552249.00
BNP-017:Range Rover:6764883.00
GBV-105:Range Rover:12767608.00
DLH-000:Ford pickup F100:14302255.00
SNK-090:Mazda Miata:14217511.00
PNC-722:Ford Mustang 65:8215005.50
IDQ-363:Volvo Wagon:14400782.00
VGV-827:Mitsubish Eclipse:6760723.00
HPZ-269:Plymouth Cuda:7784277.00
KKZ-662:Mazda Miata:6722614.50
LUJ-013:Mazda Miata:13843671.00
OSX-840:Volvo Wagon:13040908.00
RUA-373:Camión Ford 350:10738984.00
SNV-389:Plymouth Cuda:8907899.00
UTI-902:Range Rover:14832195.00
YXL-492:Bus Escolar:7390540.00
AHZ-755:Ford pickup F100:13972068.00
CSR-970:Ford Mustang 65:6626758.50
VNL-874:Caprice Classic:9723109.00
IXD-213:BMW 5 Series:14254237.00
QXY-248:Chevy Pickup:10242862.00
OEL-226:Toyota Landcruiser:12330335.00
CEY-864:Crown Victoria:10304179.00
HRF-401:Caprice Classic:11206425.00
AOY-434:Crown Victoria:5135706.00
QLE-809:BMW 5 Series:14575068.00
CXA-625:Range Rover:11145735.00
FVA-296:Mitsubish Eclipse:14598258.00
FXL-534:Mitsubish Eclipse:10199710.00
YSX-968:Caprice Classic:6734611.00
TFK-070:Mitsubish Eclipse:11062425.00
VQG-721:Chevy Pickup:12580665.00
CFC-466:Bus Escolar:9217867.00
IIQ-917:Sedan:11186641.00
ZAX-705:Sedan:12036282.00
DYQ-413:BMW 5 Series:14460928.00
PAQ-260:Mitsubish Eclipse:14119163.00
JNW-535:Ford pickup F100:9213091.00
NIB-587:Mitsubish Eclipse:8735055.00
RZL-833:Mitsubish Eclipse:5304225.50
KRG-071:Camión Ford 350:5321388.00
SXQ-040:Crown Victoria:8393463.00
KKL-218:Volvo Wagon:7235769.00
VRQ-106:Ford Mustang 65:6697026.50
ILN-065:Ford pickup F100:6951077.00
MVI-896:Ford pickup F100:13165403.00
BHN-107:Crown Victoria:5239826.50
KRD-432:Caprice Classic:14193209.00
SLT-309:Ford Mustang 65:11322627.00
UZK-762:Caprice Classic:5066308.50
MOX-529:Caprice Classic:9902462.00
PPE-980:Bus Escolar:11168710.00
OJY-535:Camión Ford 350:5537068.50
NLV-168:Camión Ford 350:13923790.00
KUR-671:Jeep Cherokee:9016295.00
UOH-668:BMW 5 Series:7894742.50
GFT-678:Ford pickup F100:12451729.00
GPN-944:Volvo Wagon:5190724.00
FSN-989:Caprice Classic:7727074.50
MOJ-146:Caprice Classic:8633138.00
WDH-690:BMW 5 Series:14759948.00
QMC-081:Toyota Landcruiser:14113061.00
VLA-732:Sedan:8863213.00
VTA-233:Plymouth Cuda:14670985.00
MHW-438:Mitsubish Eclipse:11469872.00
ITA-289:Caprice Classic:8152336.50
JIL-768:Ford Mustang 65:10814619.00
OPT-997:Ford Mustang 65:6516449.00
ZAX-385:Plymouth Cuda:7646789.50
HHM-127:Bus Escolar:13862685.00
DIJ-719:Caprice Classic:7399602.00
NZP-477:Caprice Classic:14422923.00
UVA-632:Caprice Classic:14092418.00
OJW-817:Plymouth Cuda:9475377.00
BVA-172:Ford pickup F100:13582139.00
GLU-917:Mitsubish Eclipse:11686451.00
ORQ-995:Chevy Pickup:11175219.00
YMI-027:Plymouth Cuda:8578739.00
PKL-363:Crown Victoria:11225651.00
TKX-915:Bus Escolar:14436120.00
GPP-112:Toyota Landcruiser:11931558.00
RAE-985:Ford  Van:6795981.00
XQT-593:Chevy Van:10067605.00
TKR-896:BMW 5 Series:10110877.00
FCK-330:Mazda Miata:9678423.00
CQX-910:Toyota Landcruiser:8022067.50
SAR-631:Camión Ford 350:9052961.00
PCZ-575:Mitsubish Eclipse:12561313.00
PDI-928:Ford pickup F100:14257003.00
LVG-695:Bus Escolar:12038015.00
PJI-957:Camión Ford 350:6043756.00
VCR-554:BMW 5 Series:10172715.00
PWD-860:Camión Ford 350:6355174.00
WJS-894:Chevy Pickup:9487909.00
UUM-355:Jeep Cherokee:9848992.00
REX-254:BMW 5 Series:9636053.00
GPZ-961:Chevy Pickup:5484559.50
MUI-427:Mazda Miata:14124126.00
OJJ-098:Bus Escolar:8898778.00
AHW-663:Mitsubish Eclipse:12921552.00
YUX-589:Jeep Cherokee:5920618.50
SKU-916:Chevy Van:14543697.00
CIU-011:BMW 5 Series:11496632.00
MNV-186:Volvo Wagon:6206629.00
KAJ-294:Caprice Classic:11478560.00
XLQ-015:BMW 5 Series:13160879.00
XPG-078:Plymouth Cuda:8054027.50
KDK-275:Camión Ford 350:6037783.00
OML-590:Sedan:6996615.00
NVX-637:Ford pickup F100:13457728.00
JCK-196:Ford  Van:8984299.00
VVR-537:Crown Victoria:12406715.00
HEL-226:Chevy Van:5722699.00
LZK-872:Toyota Landcruiser:6303184.50
INF-226:Mazda Miata:11807959.00
LJQ-713:Ford  Van:11986833.00
NDR-777:BMW 5 Series:10299954.00
SXA-411:Ford Mustang 65:10350486.00
RTT-834:Volvo Wagon:14285598.00
VOP-992:Ford Mustang 65:8927556.00
KBG-177:Chevy Pickup:8620421.00
RKY-854:Plymouth Cuda:8138807.50
GBD-650:Ford pickup F100:9257914.00
PAH-536:Chevy Van:14939313.00
SGX-502:Caprice Classic:5141142.50
QZO-248:Caprice Classic:9353318.00
YOI-467:BMW 5 Series:12709524.00
UBT-077:Ford Mustang 65:13261009.00
ZSZ-999:Bus Escolar:11775237.00
ZFV-402:Mazda Miata:6523777.00
VML-422:Mazda Miata:11415194.00
HJD-019:Toyota Landcruiser:9933887.00
RMB-647:Ford  Van:8021794.50
YDW-040:Plymouth Cuda:5435741.00
NMR-773:Mazda Miata:12995188.00
SYA-885:Range Rover:14009865.00
AYG-465:Bus Escolar:14033303.00
RUR-177:Ford pickup F100:8515868.00
GAB-938:Toyota Landcruiser:14709828.00
UAX-657:Chevy Pickup:7584537.00
TMA-409:Caprice Classic:6029703.00
RUV-451:Chevy Van:12860128.00
FWS-576:Chevy Pickup:11330081.00
SNF-234:Toyota Landcruiser:12706077.00
ZUN-066:Jeep Cherokee:12117582.00
KNW-966:Sedan:11918323.00
MKL-200:Volvo Wagon:12513236.00
PZA-947:Ford  Van:14807545.00
OMK-211:Chevy Pickup:11383292.00
QML-311:Bus Escolar:7245780.50
ORW-675:Jeep Cherokee:9417850.00
OMH-022:Sedan:9272476.00
TVC-897:Bus Escolar:8720491.00
GVY-391:Chevy Pickup:14903523.00
WVD-645:Mazda Miata:14782778.00
BGA-354:Plymouth Cuda:6703183.50
HHD-205:Plymouth Cuda:13744410.00
IVQ-206:Sedan:12807886.00
LYM-854:Range Rover:13945112.00
SXX-230:Bus Escolar:10200131.00
JRX-317:Ford Mustang 65:11455319.00
PHT-685:Jeep Cherokee:9833944.00
MZG-941:Camión Ford 350:10728570.00
BMK-359:Crown Victoria:5344995.00
PYH-769:Ford pickup F100:7230005.00
FZX-153:Mitsubish Eclipse:9640994.00
JSZ-785:Crown Victoria:14465362.00
BJH-623:Sedan:10168583.00
GVP-978:Mitsubish Eclipse:7256181.00
UDC-355:Sedan:8327444.50
GIQ-185:Crown Victoria:14988887.00
YHN-260:Sedan:5740539.00
WRV-640:Ford pickup F100:10950440.00
ERQ-629:Ford Mustang 65:10143328.00
HDP-175:Caprice Classic:6150621.50
WQX-579:Range Rover:8755868.00
QEF-127:Ford  Van:9283382.00
MBB-605:Ford pickup F100:6838810.50
SUN-436:Plymouth Cuda:6280761.50
GAT-991:Range Rover:10469213.00
ITT-551:Mazda Miata:14317765.00
FZS-258:Plymouth Cuda:10771554.00
RCT-068:Mitsubish Eclipse:7627021.00
WAY-814:Ford  Van:9626991.00
FFZ-739:Range Rover:12620038.00
XMW-434:Mazda Miata:12276380.00
NLA-232:BMW 5 Series:6624440.00
HCB-455:Volvo Wagon:13625657.00
SVO-073:Bus Escolar:11767424.00
UNC-198:Ford Mustang 65:6502144.50
HER-648:Chevy Van:13010384.00
YWF-530:Toyota Landcruiser:8115152.50
XWE-618:Mitsubish Eclipse:7885865.00
JJD-312:Ford Mustang 65:12933333.00
LLC-928:BMW 5 Series:12090634.00
TXS-190:Sedan:6831762.50
XJN-118:Range Rover:5971610.00
EFW-356:Mitsubish Eclipse:13684602.00
DYX-486:Range Rover:11419674.00
NJR-438:Ford pickup F100:8688200.00
FXK-375:Crown Victoria:14392420.00
TVH-251:Bus Escolar:7102972.00
CCB-977:Plymouth Cuda:9980407.00
BET-401:BMW 5 Series:12757927.00
ZEP-675:Ford  Van:10959169.00
JWR-808:Camión Ford 350:9928330.00
AOB-725:Jeep Cherokee:14680989.00
TSU-785:Volvo Wagon:14555834.00
UON-400:Ford  Van:14135501.00
ZPH-047:Ford Mustang 65:6568791.50
IGF-581:Chevy Pickup:14341638.00
XTH-732:Toyota Landcruiser:10036068.00
UAO-814:Toyota Landcruiser:7925633.00
BOC-532:Caprice Classic:5665813.00
MHH-242:Jeep Cherokee:13286047.00
YCC-235:Camión Ford 350:8686300.00
PYA-643:Ford Mustang 65:12765872.00
WWB-211:Bus Escolar:14140040.00
KFX-847:Jeep Cherokee:7799660.50
WJQ-290:Chevy Pickup:8548565.00
YJG-360:Chevy Pickup:13511158.00
XXU-006:Ford Mustang 65:11359688.00
WOI-226:Camión Ford 350:11705893.00
ZII-936:Ford pickup F100:9752732.00
BSQ-775:Range Rover:7707746.00
KBQ-472:Bus Escolar:13868215.00
UGX-085:Sedan:7178009.00
XOU-222:Ford pickup F100:10274854.00
ZEB-663:Toyota Landcruiser:7882744.00
JXN-014:Mitsubish Eclipse:12026193.00
QPB-512:Toyota Landcruiser:8532348.00
VDI-038:Jeep Cherokee:9141948.00
BMA-773:Camión Ford 350:13169487.00
GJG-479:Ford  Van:8761350.00
OLY-772:Chevy Pickup:13399267.00
KEQ-800:Toyota Landcruiser:6590130.00
NFU-256:Chevy Van:9364058.00
ZRD-765:Camión Ford 350:6686156.00
ZCX-637:Volvo Wagon:7143804.50
XWQ-997:Ford  Van:5277909.00
ZVS-441:Ford  Van:7361451.00
VKE-493:Sedan:10725966.00
LMO-827:Camión Ford 350:11394715.00
QGB-500:Mazda Miata:14401503.00
XQM-387:Bus Escolar:12978360.00
DZB-036:Chevy Van:14160355.00
CMO-222:Sedan:8967021.00
MLJ-553:Ford Mustang 65:10061531.00
ZZV-776:Sedan:8870368.00
